Date,Open,High,Low,Close,Volume,Average_Polarity,Reward,Action
2016-12-07,4753.0,4780.0,4692.0,4727.0,1644404,0.0,-0.00547022932884494,0
2016-12-06,4707.0,4829.0,4720.0,4753.0,2108712,0.0,0.009772678988740175,1
2016-12-05,4774.0,4770.0,4690.0,4707.0,2240421,0.0,-0.014034352744030164,0
2016-12-04,4881.0,4880.0,4720.0,4774.0,2495142,0.0,-0.021921737348903913,0
2016-12-03,4671.0,4904.0,4782.0,4881.0,11207767,0.0,0.0449582530507386,1
2016-11-29,4671.0,4727.0,4641.0,4671.0,1499150,0.0,0.0,0
2016-11-27,4677.0,4698.0,4647.0,4671.0,1746655,0.0,-0.0012828736369467607,0
2016-11-26,4746.0,4710.0,4651.0,4677.0,2196777,0.0,-0.014538558786346398,0
2016-11-23,4723.0,4799.0,4700.0,4746.0,2956482,0.0,0.004869786152868939,1
2016-11-22,4716.0,4830.0,4699.0,4723.0,5949000,0.0,0.0014843087362171332,1
2016-11-21,4691.0,4820.0,4691.0,4716.0,2609758,0.0,0.005329354082285227,1
2016-11-19,4746.0,4768.0,4675.0,4691.0,2340537,0.0,-0.011588706278971767,0
2016-11-16,4799.0,4812.0,4690.0,4746.0,2160323,0.0,-0.011043967493227756,0
2016-11-15,4852.0,4890.0,4730.0,4799.0,1744104,0.0,-0.010923330585325639,0
2016-11-14,4720.0,4900.0,4720.0,4852.0,3167850,0.0,0.027966101694915254,1
2016-11-13,4718.0,4765.0,4664.0,4720.0,2384376,0.0,0.000423908435777872,1
2016-11-12,4696.0,4838.0,4630.0,4718.0,3467630,0.0,0.004684838160136286,1
2016-11-09,4918.0,4840.0,4673.0,4696.0,7555233,0.0,-0.04514030093533957,0
2016-11-08,4940.0,5000.0,4860.0,4918.0,2175307,0.0,-0.004453441295546558,0
2016-11-07,4867.0,4990.0,4901.0,4940.0,1953108,0.0,0.014998972673104582,1
2016-11-06,4866.0,4939.0,4800.0,4867.0,2357847,0.0,0.0002055076037813399,1
2016-11-05,5077.0,5020.0,4824.0,4866.0,6500717,0.0,-0.041559976363994486,0
2016-11-02,5089.0,5133.0,5050.0,5077.0,4398982,0.0,-0.002358027117311849,0
2016-11-01,5219.0,5190.0,5055.0,5089.0,4672933,0.0,-0.024908986395861275,0
2016-10-31,5265.0,5344.0,5150.0,5219.0,5534905,0.0,-0.008736942070275403,0
2016-10-30,5247.0,5310.0,5181.0,5265.0,5272904,0.0,0.003430531732418525,1
2016-10-29,5245.0,5330.0,5157.0,5247.0,7748412,0.0,0.00038131553860819826,1
2016-10-26,5171.0,5340.0,5140.0,5245.0,5650270,0.0,0.014310578224714755,1
2016-10-25,5265.0,5250.0,5130.0,5171.0,3679793,0.0,-0.01785375118708452,0
2016-10-24,5163.0,5381.0,5151.0,5265.0,13081614,0.0,0.019755955839628123,1
2016-10-23,5176.0,5268.0,5080.0,5163.0,6584867,0.0,-0.002511591962905719,0
2016-10-22,4989.0,5229.0,4950.0,5176.0,10530168,0.0,0.03748246141511325,1
2016-10-19,5008.0,5050.0,4950.0,4989.0,3833281,0.0,-0.0037939297124600637,0
2016-10-18,5054.0,5119.0,4965.0,5008.0,3823190,0.0,-0.009101701622477245,0
2016-10-17,5050.0,5111.0,5000.0,5054.0,3960223,0.0,0.0007920792079207921,1
2016-10-16,5195.0,5150.0,4990.0,5050.0,6687991,0.0,-0.02791145332050048,0
2016-10-15,5039.0,5279.0,5058.0,5195.0,15943822,0.0,0.03095852351657075,1
2016-10-10,4995.0,5100.0,4925.0,5039.0,9448944,0.0,0.00880880880880881,1
2016-10-09,5078.0,5090.0,4950.0,4995.0,3031420,0.0,-0.016345017723513194,0
2016-10-08,4867.0,5110.0,4940.0,5078.0,19572169,0.0,0.04335319498664475,1
2016-10-05,4932.0,4900.0,4848.0,4867.0,3189971,0.0,-0.013179237631792377,0
2016-10-04,4905.0,5036.0,4880.0,4932.0,5037053,0.0,0.005504587155963303,1
2016-10-03,4909.0,4942.0,4853.0,4905.0,4162744,0.0,-0.0008148299042574863,0
2016-10-02,5004.0,5000.0,4880.0,4909.0,2593512,0.0,-0.018984812150279775,0
2016-10-01,4798.0,5037.0,4940.0,5004.0,8377717,0.0,0.042934556065027094,1
2016-09-28,4802.0,4896.0,4770.0,4798.0,3020821,0.0,-0.0008329862557267805,0
2016-09-27,4865.0,4936.0,4760.0,4802.0,4543445,0.0,-0.012949640287769784,0
2016-09-26,5005.0,5048.0,4803.0,4865.0,4385332,0.0,-0.027972027972027972,0
2016-09-25,4933.0,5060.0,4920.0,5005.0,4866167,0.0,0.014595580782485303,1
2016-09-24,4851.0,4990.0,4830.0,4933.0,4093632,0.0,0.016903731189445475,1
2016-09-21,4844.0,4900.0,4800.0,4851.0,2694007,0.0,0.001445086705202312,1
2016-09-19,4838.0,4985.0,4810.0,4844.0,1669997,0.0,0.0012401818933443572,1
2016-09-18,4798.0,4900.0,4795.0,4838.0,2182375,0.0,0.008336807002917883,1
2016-09-17,4841.0,4863.0,4759.0,4798.0,1953416,0.0,-0.008882462301177443,0
2016-09-14,4781.0,4970.0,4710.0,4841.0,5490824,0.0,0.012549675800041833,1
2016-09-13,4863.0,4867.0,4741.0,4781.0,2910315,0.0,-0.016862019329631914,0
2016-09-11,4924.0,4883.0,4821.0,4863.0,1645226,0.0,-0.012388302193338748,0
2016-09-10,5053.0,4950.0,4810.0,4924.0,5797722,0.0,-0.025529388482089847,0
2016-09-07,4911.0,5141.0,4898.0,5053.0,21193279,0.0,0.028914681327631846,1
2016-09-06,4697.0,4931.0,4731.0,4911.0,7930425,0.0,0.04556099638066851,1
2016-09-05,4636.0,4749.0,4551.0,4697.0,3812122,0.0,0.013157894736842105,1
2016-09-04,4852.0,4780.0,4610.0,4636.0,9257083,0.0,-0.04451772464962902,0
2016-09-03,4924.0,4924.0,4782.0,4852.0,1771786,0.0,-0.01462225832656377,0
2016-08-31,4966.0,5000.0,4860.0,4924.0,1995560,0.0,-0.008457511075312122,0
2016-08-30,4989.0,5036.0,4890.0,4966.0,1238435,0.0,-0.004610142313088796,0
2016-08-29,4936.0,5050.0,4890.0,4989.0,3656370,0.0,0.01073743922204214,1
2016-08-28,4964.0,5067.0,4895.0,4936.0,2679091,-0.0127659574468085,-0.0184065698561558,0
2016-08-27,5010.0,5049.0,4900.0,4964.0,3603258,-0.0425531914893616,-0.0517348282159085,0
2016-08-24,5045.0,5120.0,4980.0,5010.0,3504454,-0.0106382978723404,-0.017575859814857743,0
2016-08-23,5100.0,5139.0,4990.0,5045.0,3278489,0.0085106382978723,-0.0022736754276178953,0
2016-08-22,5266.0,5199.0,5051.0,5100.0,3998759,-0.0446808510638297,-0.07620382865592996,0
2016-08-21,5214.0,5400.0,5120.0,5266.0,13505054,0.025531914893617,0.03550506410727254,1
2016-08-20,5010.0,5260.0,5010.0,5214.0,11501077,0.1404255319148935,0.18114409478914498,1
2016-08-17,4986.0,5079.0,4931.0,5010.0,2261613,0.002127659574468,0.006941137312133463,1
2016-08-16,5066.0,5081.0,4901.0,4986.0,3900265,0.0574468085106382,0.04165525699070137,1
2016-08-15,5214.0,5198.0,4993.0,5066.0,3391864,0.0170212765957446,-0.011363840396967327,0
2016-08-14,5071.0,5300.0,5113.0,5214.0,6942859,0.0234042553191489,0.05160382147966951,1
2016-08-13,5047.0,5200.0,4963.0,5071.0,10207599,0.0170212765957446,0.021776576774068357,1
2016-08-10,5205.0,5230.0,4946.0,5047.0,9068628,-5.905441620346577e-19,-0.030355427473583094,0
2016-08-09,5183.0,5323.0,5170.0,5205.0,13220795,0.0808510638297872,0.08509570978772661,1
2016-08-08,5352.0,5290.0,5110.0,5183.0,10263314,0.0148936170212765,-0.016683363546735462,0
2016-08-07,5367.0,5540.0,5200.0,5352.0,16418575,0.0042553191489361,0.001460461686666676,1
2016-08-06,5349.0,5540.0,5203.0,5367.0,32205180,0.0957446808510637,0.09910979582582534,1
2016-08-03,5119.0,5374.0,5201.0,5349.0,26776091,0.0170212765957446,0.06195192711342384,1
2016-08-02,4912.0,5157.0,4931.0,5119.0,27749759,-0.002127659574468,0.04001403423660692,1
2016-08-01,5069.0,4969.0,4867.0,4912.0,4737936,0.0191489361702127,-0.011823642247621193,0
2016-07-31,5017.0,5219.0,4918.0,5069.0,16849437,-0.0212765957446808,-0.010911835928057318,0
2016-07-27,4813.0,5053.0,4781.0,5017.0,35304108,0.0063829787234042,0.04876818545517233,1
2016-07-26,4771.0,4866.0,4630.0,4813.0,14425151,-0.0127659574468085,-0.003962771531905964,0
2016-07-25,4654.0,4878.0,4559.0,4771.0,12975001,-0.0340425531914893,-0.008902888387020025,0
2016-07-24,4560.0,4689.0,4599.0,4654.0,6392196,-0.0127659574468085,0.0078480776409108,1
2016-07-18,4804.0,4900.0,4564.0,4760.0,19782584,-0.0063829787234042,-0.015542012861622352,0
2016-07-17,4582.0,4811.0,4738.0,4804.0,22670287,0.0425531914893617,0.09100364980450792,1
2016-07-16,4418.0,4638.0,4300.0,4582.0,23234370,0.0468085106382978,0.08392937980986864,1
2016-07-13,4431.0,4475.0,4289.0,4418.0,5350717,0.0127659574468085,0.009832082475018836,1
2016-07-12,4401.0,4489.0,4272.0,4431.0,8882219,0.0106382978723404,0.017454930455844148,1
2016-07-11,4369.0,4456.0,4270.0,4401.0,8579035,0.0276595744680851,0.03498390497849938,1
