Date,Open,High,Low,Close,Volume,Average_Polarity,Reward,Action
2016-12-11,2806.0,2889.0,2816.0,2843.0,6197146,0.0,0.013186029935851747,1
2016-12-10,2744.0,2849.0,2779.0,2806.0,5311116,0.0,0.02259475218658892,1
2016-12-07,2771.0,2783.0,2718.0,2744.0,6755952,0.0,-0.009743774810537712,0
2016-12-06,2759.0,2818.0,2735.0,2771.0,3581722,0.0,0.004349401957230881,1
2016-12-05,2829.0,2830.0,2739.0,2759.0,4608434,0.0,-0.024743725698126547,0
2016-12-04,2862.0,2866.0,2790.0,2829.0,5824536,0.0,-0.011530398322851153,0
2016-12-03,2733.0,2869.0,2810.0,2862.0,40452258,0.0,0.04720087815587267,1
2016-11-29,2717.0,2780.0,2720.0,2733.0,2695742,0.0,0.005888847994111152,1
2016-11-27,2762.0,2781.0,2700.0,2717.0,5191224,0.0,-0.016292541636495295,0
2016-11-26,2838.0,2837.0,2720.0,2762.0,4354722,0.0,-0.026779422128259338,0
2016-11-23,2835.0,2860.0,2795.0,2838.0,4277710,0.0,0.0010582010582010583,1
2016-11-22,2775.0,2874.0,2793.0,2835.0,8010423,0.0,0.021621621621621623,1
2016-11-21,2760.0,2840.0,2740.0,2775.0,1899896,0.0,0.005434782608695652,1
2016-11-19,2773.0,2790.0,2706.0,2760.0,1253461,0.0,-0.0046880634691669676,0
2016-11-16,2803.0,2869.0,2717.0,2773.0,7120526,0.0,-0.010702818408847663,0
2016-11-15,2773.0,2850.0,2755.0,2803.0,6751923,0.0,0.010818608005769925,1
2016-11-14,2649.0,2781.0,2680.0,2773.0,9632052,0.0,0.046810117025292565,1
2016-11-13,2619.0,2687.0,2620.0,2649.0,2470247,0.0,0.011454753722794959,1
2016-11-12,2634.0,2700.0,2594.0,2619.0,4515481,0.0,-0.0056947608200455585,0
2016-11-09,2756.0,2720.0,2619.0,2634.0,15063727,0.0,-0.04426705370101597,0
2016-11-08,2755.0,2779.0,2722.0,2756.0,5549894,0.0,0.0003629764065335753,1
2016-11-07,2726.0,2790.0,2721.0,2755.0,5984379,0.0,0.010638297872340425,1
2016-11-06,2736.0,2785.0,2700.0,2726.0,5871388,0.0,-0.003654970760233918,0
2016-11-05,2875.0,2811.0,2732.0,2736.0,17816097,0.0,-0.04834782608695652,0
2016-11-02,2889.0,2924.0,2830.0,2875.0,7238947,0.0,-0.004845967462789893,0
2016-11-01,3005.0,2948.0,2860.0,2889.0,8600839,0.0,-0.03860232945091514,0
2016-10-31,3069.0,3090.0,2950.0,3005.0,9932478,0.0,-0.020853698273053112,0
2016-10-30,3077.0,3148.0,2978.0,3069.0,13129364,0.0,-0.0025999350016249595,0
2016-10-29,3052.0,3170.0,3000.0,3077.0,19124300,0.0,0.0081913499344692,1
2016-10-26,2924.0,3070.0,2931.0,3052.0,42013491,0.0,0.04377564979480164,1
2016-10-25,2945.0,2981.0,2851.0,2924.0,18500141,0.0,-0.007130730050933786,0
2016-10-24,2816.0,2956.0,2850.0,2945.0,62295664,0.0,0.04580965909090909,1
2016-10-23,2699.0,2833.0,2750.0,2816.0,51052594,0.0,0.04334938866246758,1
2016-10-22,2581.0,2710.0,2630.0,2699.0,23482727,0.0,0.04571871367686943,1
2016-10-19,2581.0,2626.0,2552.0,2581.0,2972383,0.0,0.0,0
2016-10-18,2643.0,2659.0,2541.0,2581.0,3755466,0.0,-0.02345819144911086,0
2016-10-17,2639.0,2695.0,2580.0,2643.0,2482499,0.0,0.0015157256536566881,1
2016-10-16,2636.0,2703.0,2595.0,2639.0,7462011,0.0,0.0011380880121396055,1
2016-10-15,2519.0,2644.0,2523.0,2636.0,31776707,0.0,0.04644700277888051,1
2016-10-10,2530.0,2550.0,2492.0,2519.0,3176145,0.0,-0.004347826086956522,0
2016-10-09,2548.0,2539.0,2490.0,2530.0,1532642,0.0,-0.00706436420722135,0
2016-10-08,2513.0,2574.0,2490.0,2548.0,6225541,0.0,0.013927576601671309,1
2016-10-05,2528.0,2550.0,2487.0,2513.0,2935471,0.0,-0.005933544303797469,0
2016-10-04,2517.0,2560.0,2500.0,2528.0,3550957,0.0,0.004370282081843465,1
2016-10-03,2500.0,2550.0,2462.0,2517.0,7017786,0.0,0.0068,1
2016-10-02,2548.0,2550.0,2460.0,2500.0,2697268,0.0,-0.018838304552590265,0
2016-10-01,2472.0,2589.0,2516.0,2548.0,5268402,0.0,0.030744336569579287,1
2016-09-28,2474.0,2498.0,2460.0,2472.0,2284834,0.0,-0.0008084074373484236,0
2016-09-27,2493.0,2474.0,2450.0,2474.0,2376520,0.0,-0.00762133975130365,0
2016-09-26,2500.0,2503.0,2462.0,2493.0,1317439,0.0,-0.0028,0
2016-09-25,2489.0,2535.0,2475.0,2500.0,3795947,0.0,0.0044194455604660505,1
2016-09-24,2479.0,2537.0,2471.0,2489.0,1450201,0.0,0.004033884630899556,1
2016-09-21,2486.0,2480.0,2450.0,2479.0,1086979,0.0,-0.0028157683024939663,0
2016-09-19,2487.0,2520.0,2457.0,2486.0,588350,0.0,-0.0004020908725371934,0
2016-09-18,2496.0,2540.0,2401.0,2487.0,3115762,0.0,-0.003605769230769231,0
2016-09-17,2506.0,2500.0,2455.0,2496.0,1194126,0.0,-0.0039904229848363925,0
2016-09-14,2464.0,2545.0,2450.0,2506.0,5142293,0.0,0.017045454545454544,1
2016-09-13,2512.0,2493.0,2428.0,2464.0,2732369,0.0,-0.01910828025477707,0
2016-09-11,2530.0,2499.0,2460.0,2512.0,1240686,0.0,-0.0071146245059288534,0
2016-09-10,2547.0,2560.0,2472.0,2530.0,1265916,0.0,-0.006674519042010208,0
2016-09-07,2563.0,2612.0,2496.0,2547.0,3288493,0.0,-0.006242684354272337,0
2016-09-06,2524.0,2640.0,2530.0,2563.0,5887000,0.0,0.015451664025356577,1
2016-09-05,2497.0,2580.0,2460.0,2524.0,1736301,0.0,0.010812975570684821,1
2016-09-04,2555.0,2530.0,2475.0,2497.0,3189848,0.0,-0.022700587084148727,0
2016-09-03,2578.0,2550.0,2505.0,2555.0,1659889,0.0,-0.008921644685802949,0
2016-08-31,2584.0,2600.0,2541.0,2578.0,1156473,0.0,-0.0023219814241486067,0
2016-08-30,2587.0,2610.0,2540.0,2584.0,855133,0.0,-0.0011596443757247777,0
2016-08-29,2607.0,2677.0,2550.0,2587.0,3082551,0.0,-0.007671653241273495,0
2016-08-28,2660.0,2683.0,2582.0,2607.0,4123465,0.0,-0.01992481203007519,0
2016-08-27,2692.0,2670.0,2623.0,2660.0,2520345,0.0,-0.01188707280832095,0
2016-08-24,2711.0,2711.0,2651.0,2692.0,1978379,-0.0625,-0.06950848395426042,0
2016-08-23,2732.0,2708.0,2675.0,2711.0,1884298,-0.0375,-0.04518667642752562,0
2016-08-22,2790.0,2760.0,2694.0,2732.0,2711108,-0.0375,-0.05828853046594982,0
2016-08-21,2784.0,2850.0,2734.0,2790.0,8018860,0.0125,0.014655172413793105,1
2016-08-20,2702.0,2825.0,2670.0,2784.0,12706795,0.0249999999999999,0.05534789045151729,1
2016-08-17,2700.0,2720.0,2655.0,2702.0,5639864,0.05,0.050740740740740746,1
2016-08-16,2710.0,2700.0,2655.0,2700.0,1216830,0.075,0.07130996309963099,1
2016-08-15,2736.0,2704.0,2663.0,2710.0,2049597,0.025,0.015497076023391815,1
2016-08-14,2720.0,2788.0,2701.0,2736.0,3747846,-0.0375,-0.03161764705882353,0
2016-08-13,2679.0,2758.0,2662.0,2720.0,4572822,0.0625,0.07780421799178798,1
2016-08-10,2749.0,2745.0,2650.0,2679.0,3540085,0.0124999999999999,-0.012963805020007376,0
2016-08-09,2723.0,2797.0,2680.0,2749.0,4432141,0.1375,0.14704829232464195,1
2016-08-08,2767.0,2751.0,2654.0,2723.0,2441164,0.0374999999999999,0.02159830140946864,1
2016-08-07,2800.0,2850.0,2701.0,2767.0,5040689,-0.0125,-0.024285714285714285,0
2016-08-06,2789.0,2880.0,2705.0,2800.0,10683601,-0.1625,-0.1585559340265328,0
2016-08-03,2687.0,2821.0,2715.0,2789.0,13515915,-0.0374999999999999,0.000460550800148965,1
2016-08-02,2598.0,2727.0,2581.0,2687.0,12073688,-3.469446951953614e-18,0.03425712086220169,1
2016-08-01,2635.0,2630.0,2550.0,2598.0,4177439,0.0,-0.014041745730550285,0
2016-07-31,2717.0,2729.0,2582.0,2635.0,8634322,-0.05,-0.08018034596981966,0
2016-07-27,2679.0,2770.0,2640.0,2717.0,9787812,0.025,0.03918439716312057,1
2016-07-26,2696.0,2723.0,2614.0,2679.0,3679940,-0.0374999999999999,-0.04380563798219575,0
2016-07-25,2594.0,2739.0,2656.0,2696.0,2831713,0.1,0.13932151117964534,1
2016-07-18,2808.0,2863.0,2668.0,2794.0,16800096,-0.0499999999999999,-0.054985754985754885,0
2016-07-17,2694.0,2828.0,2740.0,2808.0,12943428,-0.1624999999999999,-0.1201837416481068,0
2016-07-16,2604.0,2734.0,2522.0,2694.0,9872064,0.075,0.10956221198156682,1
2016-07-13,2588.0,2639.0,2500.0,2604.0,5718581,-0.0375,-0.03131761978361669,0
2016-07-12,2570.0,2620.0,2442.0,2588.0,11044341,0.0375,0.04450389105058366,1
2016-07-11,2679.0,2608.0,2550.0,2570.0,3517919,0.1875,0.14681317655841733,1
2016-07-10,2629.0,2707.0,2522.0,2679.0,12409412,-0.0125,0.006518638265500188,1
2016-07-09,2642.0,2641.0,2571.0,2629.0,800639,0.0125,0.007579485238455716,1
2016-07-05,2651.0,2650.0,2576.0,2642.0,617518,0.0,-0.0033949453036589967,0
2016-07-04,2600.0,2678.0,2571.0,2651.0,6622967,0.0875,0.10711538461538461,1
2016-07-03,2584.0,2630.0,2599.0,2600.0,2112109,0.0125,0.018691950464396284,1
2016-07-02,2579.0,2604.0,2552.0,2584.0,2110783,0.1125,0.11443873594416441,1
2016-06-29,2625.0,2639.0,2540.0,2579.0,2847498,0.0999999999999999,0.08247619047619037,1
2016-06-28,2643.0,2696.0,2580.0,2625.0,3042714,0.1124999999999999,0.10568955732122579,1
2016-06-26,2653.0,2660.0,2576.0,2643.0,1492589,0.0125,0.008730682246513383,1
2016-06-25,2688.0,2644.0,2565.0,2653.0,1337028,0.1124999999999999,0.09947916666666658,1
2016-06-22,2652.0,2730.0,2648.0,2688.0,2921677,0.0625,0.07607466063348417,1
2016-06-21,2655.0,2700.0,2570.0,2652.0,801702,0.0,-0.0011299435028248588,0
2016-06-20,2695.0,2671.0,2561.0,2655.0,1567599,-0.025,-0.039842300556586274,0
2016-06-19,2710.0,2700.0,2622.0,2695.0,1116785,-0.025,-0.03053505535055351,0
2016-06-18,2719.0,2710.0,2629.0,2710.0,902418,0.225,0.22168995954395,1
2016-06-15,2686.0,2766.0,2552.0,2719.0,10110211,0.05,0.06228592702903947,1
2016-06-14,2771.0,2701.0,2633.0,2686.0,2287364,0.025,-0.00567484662576687,0
2016-06-13,2787.0,2780.0,2701.0,2771.0,844573,-0.1875,-0.19324094007893794,0
2016-06-12,2839.0,2780.0,2699.0,2787.0,1605253,-0.0375,-0.05581630855935188,0
2016-06-11,2907.0,2892.0,2762.0,2839.0,1767157,0.3125,0.2891081871345029,1
2016-06-08,2923.0,2945.0,2831.0,2907.0,1162720,-0.0625,-0.06797382825863839,0
2016-06-07,2940.0,2930.0,2853.0,2923.0,999776,0.1875,0.18171768707482994,1
2016-06-06,2956.0,2927.0,2890.0,2940.0,1041044,-0.0875,-0.0929127198917456,0
2016-06-05,2970.0,2999.0,2885.0,2956.0,11626548,-0.0625,-0.06721380471380471,0
2016-06-01,2992.0,2955.0,2892.0,2970.0,933537,-0.0625,-0.06985294117647059,0
2016-05-31,2974.0,3020.0,2875.0,2992.0,7617105,0.1124999999999999,0.11855245460659036,1
2016-05-30,3026.0,2969.0,2905.0,2974.0,1812959,-0.1375,-0.1546844018506279,0
