Date,Average_Polarity
20160511,-0.027659574468085108
20160514,0.1063829787234041
20160515,0.06595744680851064
20160516,0.019148936170212762
20160517,0.09999999999999999
20160518,0.08936170212765958
20160521,0.05531914893617023
20160523,0.019148936170212762
20160524,-5.905441620346577e-19
20160525,0.038297872340425546
20160430,0.12127659574468076
20160528,0.03829787234042554
20160529,-1.1220339078658496e-17
20160530,-0.06170212765957446
20160531,-0.00425531914893617
20160601,0.006382978723404256
20160605,0.03617021276595746
20160611,0.225531914893617
20160612,-0.07659574468085108
20160613,-0.00851063829787234
20160614,0.03404255319148936
20160501,-0.002127659574468084
20160615,-0.02340425531914895
20160618,0.10425531914893613
20160619,-0.006382978723404254
20160620,0.010638297872340429
20160621,5.905441620346577e-19
20160622,0.031914893617021274
20160625,-0.034042553191489376
20160626,-0.02340425531914893
20160628,-0.03829787234042554
20160629,0.025531914893617016
20160502,-0.09574468085106383
20160702,-0.004255319148936162
20160703,0.010638297872340425
20160704,0.004255319148936174
20160705,-0.019148936170212762
20160709,-0.027659574468085108
20160710,-0.00851063829787234
20160711,0.0276595744680851
20160712,0.010638297872340429
20160713,0.012765957446808512
20160716,0.04680851063829788
20160503,-0.04042553191489361
20160717,0.0425531914893617
20160718,-0.006382978723404256
20160724,-0.012765957446808505
20160725,-0.03404255319148936
20160726,-0.01276595744680851
20160727,0.0063829787234042585
20160731,-0.021276595744680833
20160801,0.019148936170212766
20160802,-0.002127659574468085
20160803,0.017021276595744678
20160504,0.006382978723404254
20160806,0.09574468085106376
20160807,0.004255319148936168
20160808,0.014893617021276596
20160809,0.08085106382978723
20160810,-5.905441620346577e-19
20160813,0.017021276595744685
20160814,0.023404255319148932
20160815,0.01702127659574468
20160816,0.05744680851063829
20160817,0.0021276595744680847
20160507,0.06595744680851064
20160820,0.14042553191489354
20160821,0.025531914893617023
20160822,-0.044680851063829796
20160823,0.00851063829787234
20160824,-0.010638297872340425
20160827,-0.042553191489361694
20160828,-0.01276595744680851
20160508,0.0468085106382979
20160509,0.014893617021276595
20160510,-0.05957446808510638
