<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPEN>,FIRST_1,FIRST_2,FIRST_3,FIRST_4,FIRST_5,FIRST_6,FIRST_7,FIRST_8,FIRST_9,FIRST_10,FIRST_11,FIRST_12,FIRST_13,FIRST_14,FIRST_15,FIRST_16,FIRST_17,FIRST_18,FIRST_19,FIRST_20,FIRST_21,FIRST_22,FIRST_23,FIRST_24,FIRST_25,FIRST_26,FIRST_27,FIRST_28,FIRST_29,FIRST_30,FIRST_31,FIRST_32,FIRST_33,FIRST_34,FIRST_35,FIRST_36,FIRST_37,FIRST_38,FIRST_39,FIRST_40,FIRST_41,FIRST_42,FIRST_43,FIRST_44,FIRST_45,FIRST_46,FIRST_47,FIRST_48,FIRST_49,FIRST_50,FIRST_51,FIRST_52,FIRST_53,FIRST_54,FIRST_55,FIRST_56,FIRST_57,FIRST_58,FIRST_59,FIRST_60,FIRST_61,FIRST_62,FIRST_63,FIRST_64,FIRST_65,FIRST_66,FIRST_67,FIRST_68,FIRST_69,FIRST_70
20160808,5270.0,5290.0,5110.0,5183.0,10263314,5352.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0,4749.0,4856.0,4812.0,4750.0,4718.0
20160807,5400.0,5540.0,5200.0,5352.0,16418575,5367.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0,4749.0,4856.0,4812.0,4750.0
20160806,5270.0,5540.0,5203.0,5367.0,32205180,5349.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0,4749.0,4856.0,4812.0
20160803,5205.0,5374.0,5201.0,5349.0,26776091,5119.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0,4749.0,4856.0
20160802,4939.0,5157.0,4931.0,5119.0,27749759,4912.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0,4749.0
20160801,4921.0,4969.0,4867.0,4912.0,4737936,5069.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0,4700.0
20160731,5020.0,5219.0,4918.0,5069.0,16849437,5017.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0,4799.0
20160727,4781.0,5053.0,4781.0,5017.0,35304108,4813.0,5020.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0,4673.0
20160726,4740.0,4866.0,4630.0,4813.0,14425151,4771.0,4781.0,5020.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0,4977.0
20160725,4600.0,4878.0,4559.0,4771.0,12975001,4654.0,4740.0,4781.0,5020.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0,4921.0
20160724,4689.0,4689.0,4599.0,4654.0,6392196,4560.0,4600.0,4740.0,4781.0,5020.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0,4800.0
20160718,4701.0,4900.0,4564.0,4760.0,19782584,4804.0,4689.0,4600.0,4740.0,4781.0,5020.0,4921.0,4939.0,5205.0,5270.0,5400.0,5270.0,5183.0,5220.0,5060.0,5172.0,5198.0,4998.0,5000.0,5070.0,5310.0,5199.0,5139.0,5079.0,5049.0,5000.0,4900.0,4989.0,4994.0,4864.0,4780.0,4620.0,4770.0,5098.0,4933.0,4882.0,4867.0,4780.0,4812.0,4844.0,4870.0,4848.0,4830.0,4920.0,4952.0,4900.0,4772.0,4994.0,5000.0,4930.0,4900.0,4900.0,4949.0,5090.0,4970.0,5099.0,5150.0,5050.0,5055.0,5040.0,5020.0,5219.0,5210.0,5250.0,5195.0,5229.0,5182.0,5260.0,5190.0,5062.0,5020.0
